country,year,food_supply,region
Mexico,1964,2350.0,Latin America & Caribbean
Moldova,1964,,Europe & Central Asia
Mongolia,1964,2190.0,East Asia & Pacific
Montenegro,1964,,Europe & Central Asia
Morocco,1964,2140.0,Middle East & North Africa
Mozambique,1964,1850.0,Sub-Saharan Africa
Myanmar,1964,1580.0,East Asia & Pacific
Namibia,1964,2250.0,Sub-Saharan Africa
Nepal,1964,1780.0,South Asia
Netherlands,1964,3000.0,Europe & Central Asia
New Zealand,1964,2960.0,East Asia & Pacific
Nicaragua,1964,2010.0,Latin America & Caribbean
Niger,1964,1680.0,Sub-Saharan Africa
Nigeria,1964,1950.0,Sub-Saharan Africa
North Korea,1964,2100.0,East Asia & Pacific
Norway,1964,2860.0,Europe & Central Asia
Oman,1964,,Middle East & North Africa
Pakistan,1964,2110.0,South Asia
Panama,1964,2150.0,Latin America & Caribbean
Paraguay,1964,2250.0,Latin America & Caribbean
Peru,1964,2170.0,Latin America & Caribbean
Philippines,1964,1810.0,East Asia & Pacific
Poland,1964,3300.0,Europe & Central Asia
Portugal,1964,2550.0,Europe & Central Asia
Romania,1964,2920.0,Europe & Central Asia
Russia,1964,,Europe & Central Asia
Rwanda,1964,1900.0,Sub-Saharan Africa
Samoa,1964,2010.0,East Asia & Pacific
Sao Tome and Principe,1964,2290.0,
Saudi Arabia,1964,1820.0,Middle East & North Africa
Senegal,1964,2540.0,Sub-Saharan Africa
Serbia,1964,,Europe & Central Asia
Sierra Leone,1964,1990.0,Sub-Saharan Africa
Slovak Republic,1964,,Europe & Central Asia
Slovenia,1964,,Europe & Central Asia
Solomon Islands,1964,2300.0,East Asia & Pacific
South Africa,1964,2760.0,Sub-Saharan Africa
South Korea,1964,2250.0,East Asia & Pacific
Spain,1964,2590.0,Europe & Central Asia
Sri Lanka,1964,2250.0,South Asia
St. Kitts and Nevis,1964,1880.0,Latin America & Caribbean
St. Lucia,1964,1780.0,Latin America & Caribbean
St. Vincent and the Grenadines,1964,1970.0,Latin America & Caribbean
Sudan,1964,1770.0,Sub-Saharan Africa
Suriname,1964,2230.0,Latin America & Caribbean
Swaziland,1964,2110.0,Sub-Saharan Africa
Sweden,1964,2890.0,Europe & Central Asia
Switzerland,1964,3450.0,Europe & Central Asia
Tajikistan,1964,,Europe & Central Asia
Tanzania,1964,1700.0,Sub-Saharan Africa
Thailand,1964,2160.0,East Asia & Pacific
Timor-Leste,1964,1660.0,East Asia & Pacific
Togo,1964,2220.0,Sub-Saharan Africa
Trinidad and Tobago,1964,2380.0,Latin America & Caribbean
Tunisia,1964,2320.0,Middle East & North Africa
Turkey,1964,3000.0,Europe & Central Asia
Turkmenistan,1964,,Europe & Central Asia
Uganda,1964,2260.0,Sub-Saharan Africa
Ukraine,1964,,Europe & Central Asia
United Arab Emirates,1964,2620.0,Middle East & North Africa
United Kingdom,1964,3210.0,Europe & Central Asia
United States,1964,2930.0,North America
Uruguay,1964,2840.0,Latin America & Caribbean
Uzbekistan,1964,,Europe & Central Asia
Vanuatu,1964,2490.0,East Asia & Pacific
Venezuela,1964,2300.0,Latin America & Caribbean
Vietnam,1964,1940.0,East Asia & Pacific
Yemen,1964,1830.0,Middle East & North Africa
Zambia,1964,2060.0,Sub-Saharan Africa
Zimbabwe,1964,2140.0,Sub-Saharan Africa
Afghanistan,1965,2960.0,South Asia
Albania,1965,2250.0,Europe & Central Asia
Algeria,1965,1590.0,Middle East & North Africa
Angola,1965,1880.0,Sub-Saharan Africa
Antigua and Barbuda,1965,2220.0,Latin America & Caribbean
Argentina,1965,3180.0,Latin America & Caribbean
Armenia,1965,,Europe & Central Asia
Australia,1965,3100.0,East Asia & Pacific
Austria,1965,3220.0,Europe & Central Asia
Azerbaijan,1965,,Europe & Central Asia
Bahamas,1965,2450.0,
Bangladesh,1965,2120.0,South Asia
Barbados,1965,2590.0,Latin America & Caribbean
Belarus,1965,,Europe & Central Asia
Belgium,1965,,Europe & Central Asia
Belize,1965,2270.0,Latin America & Caribbean
Benin,1965,1810.0,Sub-Saharan Africa
Bolivia,1965,1830.0,Latin America & Caribbean
Bosnia and Herzegovina,1965,,Europe & Central Asia
Botswana,1965,2010.0,Sub-Saharan Africa
Brazil,1965,2330.0,Latin America & Caribbean
Brunei,1965,2020.0,East Asia & Pacific
Bulgaria,1965,3410.0,Europe & Central Asia
Burkina Faso,1965,1570.0,Sub-Saharan Africa
Cambodia,1965,1930.0,East Asia & Pacific
Cameroon,1965,1960.0,Sub-Saharan Africa
Canada,1965,2920.0,North America
Cape Verde,1965,1640.0,
Central African Republic,1965,2300.0,Sub-Saharan Africa
Chad,1965,2300.0,Sub-Saharan Africa
Chile,1965,2560.0,Latin America & Caribbean
China,1965,1800.0,East Asia & Pacific
Colombia,1965,2100.0,Latin America & Caribbean
"Congo, Rep.",1965,2080.0,Sub-Saharan Africa
Costa Rica,1965,2170.0,Latin America & Caribbean
Cote d'Ivoire,1965,2600.0,
Croatia,1965,,Europe & Central Asia
Cuba,1965,2340.0,Latin America & Caribbean
Cyprus,1965,2700.0,Europe & Central Asia
Czech Republic,1965,,Europe & Central Asia
Denmark,1965,3110.0,Europe & Central Asia
Djibouti,1965,1590.0,Middle East & North Africa
Dominica,1965,1880.0,Latin America & Caribbean
Dominican Republic,1965,1790.0,Latin America & Caribbean
Ecuador,1965,2210.0,Latin America & Caribbean
Egypt,1965,2230.0,Middle East & North Africa
El Salvador,1965,1700.0,Latin America & Caribbean
Estonia,1965,,Europe & Central Asia
Ethiopia,1965,,Sub-Saharan Africa
Fiji,1965,2800.0,East Asia & Pacific
Finland,1965,3120.0,Europe & Central Asia
France,1965,3230.0,Europe & Central Asia
Gabon,1965,1880.0,Sub-Saharan Africa
Gambia,1965,2290.0,
Georgia,1965,,Europe & Central Asia
Germany,1965,3010.0,Europe & Central Asia
Ghana,1965,1870.0,Sub-Saharan Africa
Greece,1965,2920.0,Europe & Central Asia
Grenada,1965,1990.0,Latin America & Caribbean
Guatemala,1965,1960.0,Latin America & Caribbean
Guinea,1965,2020.0,Sub-Saharan Africa
Guinea-Bissau,1965,1660.0,Sub-Saharan Africa
Guyana,1965,2240.0,Latin America & Caribbean
Haiti,1965,1950.0,Latin America & Caribbean
Honduras,1965,1920.0,Latin America & Caribbean
Hungary,1965,3090.0,Europe & Central Asia
Iceland,1965,3160.0,Europe & Central Asia
India,1965,1930.0,South Asia
Indonesia,1965,1850.0,East Asia & Pacific
Iran,1965,1880.0,Middle East & North Africa
Iraq,1965,2050.0,Middle East & North Africa
Ireland,1965,3400.0,Europe & Central Asia
Israel,1965,2810.0,Middle East & North Africa
Italy,1965,3130.0,Europe & Central Asia
Jamaica,1965,2180.0,Latin America & Caribbean
Japan,1965,2620.0,East Asia & Pacific
Jordan,1965,2160.0,Middle East & North Africa
Kazakhstan,1965,,Europe & Central Asia
Kenya,1965,2310.0,Sub-Saharan Africa
Kiribati,1965,2540.0,East Asia & Pacific
Kuwait,1965,2560.0,Middle East & North Africa
Kyrgyz Republic,1965,,Europe & Central Asia
Lao,1965,2020.0,
Latvia,1965,,Europe & Central Asia
Lebanon,1965,2470.0,Middle East & North Africa
Lesotho,1965,2070.0,Sub-Saharan Africa
Liberia,1965,2160.0,Sub-Saharan Africa
Lithuania,1965,,Europe & Central Asia
Luxembourg,1965,,Europe & Central Asia
"Macedonia, FYR",1965,,Europe & Central Asia
Madagascar,1965,2490.0,Sub-Saharan Africa
Malawi,1965,2250.0,Sub-Saharan Africa
Malaysia,1965,2420.0,East Asia & Pacific
Maldives,1965,1650.0,South Asia
Mali,1965,1700.0,Sub-Saharan Africa
Malta,1965,3070.0,Middle East & North Africa
Mauritania,1965,2150.0,Sub-Saharan Africa
Mauritius,1965,2300.0,Sub-Saharan Africa
Mexico,1965,2370.0,Latin America & Caribbean
Moldova,1965,,Europe & Central Asia
Mongolia,1965,2260.0,East Asia & Pacific
Montenegro,1965,,Europe & Central Asia
Morocco,1965,2170.0,Middle East & North Africa
Mozambique,1965,1870.0,Sub-Saharan Africa
Myanmar,1965,1550.0,East Asia & Pacific
Namibia,1965,2250.0,Sub-Saharan Africa
Nepal,1965,1760.0,South Asia
Netherlands,1965,2970.0,Europe & Central Asia
New Zealand,1965,2970.0,East Asia & Pacific
Nicaragua,1965,2010.0,Latin America & Caribbean
Niger,1965,1840.0,Sub-Saharan Africa
Nigeria,1965,1880.0,Sub-Saharan Africa
North Korea,1965,1960.0,East Asia & Pacific
Norway,1965,2900.0,Europe & Central Asia
Oman,1965,,Middle East & North Africa
Pakistan,1965,2210.0,South Asia
Panama,1965,2100.0,Latin America & Caribbean
Paraguay,1965,2350.0,Latin America & Caribbean
Peru,1965,2120.0,Latin America & Caribbean
Philippines,1965,1880.0,East Asia & Pacific
Poland,1965,3360.0,Europe & Central Asia
Portugal,1965,2840.0,Europe & Central Asia
Romania,1965,2970.0,Europe & Central Asia
Russia,1965,,Europe & Central Asia
Rwanda,1965,1930.0,Sub-Saharan Africa
Samoa,1965,2000.0,East Asia & Pacific
Sao Tome and Principe,1965,2260.0,
Saudi Arabia,1965,1860.0,Middle East & North Africa
Senegal,1965,2510.0,Sub-Saharan Africa
Serbia,1965,,Europe & Central Asia
Sierra Leone,1965,2160.0,Sub-Saharan Africa
Slovak Republic,1965,,Europe & Central Asia
Slovenia,1965,,Europe & Central Asia
Solomon Islands,1965,2240.0,East Asia & Pacific
South Africa,1965,2860.0,Sub-Saharan Africa
South Korea,1965,2370.0,East Asia & Pacific
Spain,1965,2660.0,Europe & Central Asia
Sri Lanka,1965,2250.0,South Asia
St. Kitts and Nevis,1965,1930.0,Latin America & Caribbean
St. Lucia,1965,1750.0,Latin America & Caribbean
St. Vincent and the Grenadines,1965,2010.0,Latin America & Caribbean
Sudan,1965,1610.0,Sub-Saharan Africa
Suriname,1965,2180.0,Latin America & Caribbean
Swaziland,1965,2170.0,Sub-Saharan Africa
Sweden,1965,2860.0,Europe & Central Asia
Switzerland,1965,3450.0,Europe & Central Asia
Tajikistan,1965,,Europe & Central Asia
Tanzania,1965,1740.0,Sub-Saharan Africa
Thailand,1965,2060.0,East Asia & Pacific
Timor-Leste,1965,1700.0,East Asia & Pacific
Togo,1965,2270.0,Sub-Saharan Africa
Trinidad and Tobago,1965,2410.0,Latin America & Caribbean
Tunisia,1965,2390.0,Middle East & North Africa
Turkey,1965,2990.0,Europe & Central Asia
Turkmenistan,1965,,Europe & Central Asia
Uganda,1965,2310.0,Sub-Saharan Africa
Ukraine,1965,,Europe & Central Asia
United Arab Emirates,1965,2590.0,Middle East & North Africa
United Kingdom,1965,3240.0,Europe & Central Asia
United States,1965,2920.0,North America
Uruguay,1965,2750.0,Latin America & Caribbean
Uzbekistan,1965,,Europe & Central Asia
Vanuatu,1965,2550.0,East Asia & Pacific
Venezuela,1965,2270.0,Latin America & Caribbean
Vietnam,1965,1940.0,East Asia & Pacific
Yemen,1965,1840.0,Middle East & North Africa
Zambia,1965,2040.0,Sub-Saharan Africa
Zimbabwe,1965,2150.0,Sub-Saharan Africa
Afghanistan,1966,2740.0,South Asia
Albania,1966,2250.0,Europe & Central Asia
Algeria,1966,1570.0,Middle East & North Africa
Angola,1966,1890.0,Sub-Saharan Africa
Antigua and Barbuda,1966,2170.0,Latin America & Caribbean
Argentina,1966,3140.0,Latin America & Caribbean
Armenia,1966,,Europe & Central Asia
Australia,1966,3170.0,East Asia & Pacific
Austria,1966,3230.0,Europe & Central Asia
Azerbaijan,1966,,Europe & Central Asia
Bahamas,1966,2560.0,
Bangladesh,1966,2110.0,South Asia
Barbados,1966,2610.0,Latin America & Caribbean
Belarus,1966,,Europe & Central Asia
Belgium,1966,,Europe & Central Asia
Belize,1966,2260.0,Latin America & Caribbean
Benin,1966,1800.0,Sub-Saharan Africa
Bolivia,1966,1840.0,Latin America & Caribbean
Bosnia and Herzegovina,1966,,Europe & Central Asia
Botswana,1966,1950.0,Sub-Saharan Africa
Brazil,1966,2330.0,Latin America & Caribbean
Brunei,1966,2220.0,East Asia & Pacific
Bulgaria,1966,3490.0,Europe & Central Asia
Burkina Faso,1966,1560.0,Sub-Saharan Africa
Cambodia,1966,1950.0,East Asia & Pacific
Cameroon,1966,2030.0,Sub-Saharan Africa
Canada,1966,2920.0,North America
Cape Verde,1966,1600.0,
Central African Republic,1966,2080.0,Sub-Saharan Africa
Chad,1966,2260.0,Sub-Saharan Africa
Chile,1966,2650.0,Latin America & Caribbean
China,1966,1870.0,East Asia & Pacific
Colombia,1966,2040.0,Latin America & Caribbean
"Congo, Rep.",1966,2020.0,Sub-Saharan Africa
Costa Rica,1966,2150.0,Latin America & Caribbean
Cote d'Ivoire,1966,2580.0,
Croatia,1966,,Europe & Central Asia
Cuba,1966,2230.0,Latin America & Caribbean
Cyprus,1966,2770.0,Europe & Central Asia
Czech Republic,1966,,Europe & Central Asia
Denmark,1966,3120.0,Europe & Central Asia
Djibouti,1966,1610.0,Middle East & North Africa
Dominica,1966,1900.0,Latin America & Caribbean
Dominican Republic,1966,1910.0,Latin America & Caribbean
Ecuador,1966,2200.0,Latin America & Caribbean
Egypt,1966,2290.0,Middle East & North Africa
El Salvador,1966,1700.0,Latin America & Caribbean
Estonia,1966,,Europe & Central Asia
Ethiopia,1966,,Sub-Saharan Africa
Fiji,1966,2610.0,East Asia & Pacific
Finland,1966,3140.0,Europe & Central Asia
France,1966,3220.0,Europe & Central Asia
Gabon,1966,1910.0,Sub-Saharan Africa
Gambia,1966,2220.0,
Georgia,1966,,Europe & Central Asia
Germany,1966,3010.0,Europe & Central Asia
Ghana,1966,1990.0,Sub-Saharan Africa
Greece,1966,2950.0,Europe & Central Asia
Grenada,1966,2060.0,Latin America & Caribbean
Guatemala,1966,1970.0,Latin America & Caribbean
Guinea,1966,2010.0,Sub-Saharan Africa
Guinea-Bissau,1966,1670.0,Sub-Saharan Africa
Guyana,1966,2270.0,Latin America & Caribbean
Haiti,1966,1910.0,Latin America & Caribbean
Honduras,1966,1980.0,Latin America & Caribbean
Hungary,1966,3280.0,Europe & Central Asia
Iceland,1966,3090.0,Europe & Central Asia
India,1966,1940.0,South Asia
Indonesia,1966,1830.0,East Asia & Pacific
Iran,1966,2030.0,Middle East & North Africa
Iraq,1966,2060.0,Middle East & North Africa
Ireland,1966,3390.0,Europe & Central Asia
Israel,1966,2920.0,Middle East & North Africa
Italy,1966,3160.0,Europe & Central Asia
Jamaica,1966,2200.0,Latin America & Caribbean
Japan,1966,2640.0,East Asia & Pacific
Jordan,1966,2170.0,Middle East & North Africa
Kazakhstan,1966,,Europe & Central Asia
Kenya,1966,2300.0,Sub-Saharan Africa
Kiribati,1966,2600.0,East Asia & Pacific
Kuwait,1966,2640.0,Middle East & North Africa
Kyrgyz Republic,1966,,Europe & Central Asia
Lao,1966,2040.0,
Latvia,1966,,Europe & Central Asia
Lebanon,1966,2460.0,Middle East & North Africa
Lesotho,1966,2000.0,Sub-Saharan Africa
Liberia,1966,2290.0,Sub-Saharan Africa
Lithuania,1966,,Europe & Central Asia
Luxembourg,1966,,Europe & Central Asia
"Macedonia, FYR",1966,,Europe & Central Asia
Madagascar,1966,2450.0,Sub-Saharan Africa
Malawi,1966,2230.0,Sub-Saharan Africa
Malaysia,1966,2420.0,East Asia & Pacific
Maldives,1966,1690.0,South Asia
Mali,1966,1700.0,Sub-Saharan Africa
Malta,1966,2980.0,Middle East & North Africa
Mauritania,1966,2170.0,Sub-Saharan Africa
Mauritius,1966,2330.0,Sub-Saharan Africa
Mexico,1966,2410.0,Latin America & Caribbean
Moldova,1966,,Europe & Central Asia
Mongolia,1966,2280.0,East Asia & Pacific
Montenegro,1966,,Europe & Central Asia
Morocco,1966,2100.0,Middle East & North Africa
Mozambique,1966,1840.0,Sub-Saharan Africa
Myanmar,1966,1450.0,East Asia & Pacific
Namibia,1966,2240.0,Sub-Saharan Africa
Nepal,1966,1740.0,South Asia
Netherlands,1966,3030.0,Europe & Central Asia
New Zealand,1966,3090.0,East Asia & Pacific
Nicaragua,1966,2050.0,Latin America & Caribbean
Niger,1966,1840.0,Sub-Saharan Africa
Nigeria,1966,1740.0,Sub-Saharan Africa
North Korea,1966,2020.0,East Asia & Pacific
Norway,1966,2990.0,Europe & Central Asia
Oman,1966,,Middle East & North Africa
Pakistan,1966,2110.0,South Asia
Panama,1966,2170.0,Latin America & Caribbean
Paraguay,1966,2340.0,Latin America & Caribbean
Peru,1966,2140.0,Latin America & Caribbean
Philippines,1966,1840.0,East Asia & Pacific
Poland,1966,3380.0,Europe & Central Asia
Portugal,1966,2780.0,Europe & Central Asia
Romania,1966,3000.0,Europe & Central Asia
Russia,1966,,Europe & Central Asia
Rwanda,1966,2070.0,Sub-Saharan Africa
Samoa,1966,1980.0,East Asia & Pacific
Sao Tome and Principe,1966,2230.0,
Saudi Arabia,1966,1860.0,Middle East & North Africa
Senegal,1966,2430.0,Sub-Saharan Africa
Serbia,1966,,Europe & Central Asia
Sierra Leone,1966,2250.0,Sub-Saharan Africa
Slovak Republic,1966,,Europe & Central Asia
Slovenia,1966,,Europe & Central Asia
Solomon Islands,1966,2270.0,East Asia & Pacific
South Africa,1966,2760.0,Sub-Saharan Africa
South Korea,1966,2440.0,East Asia & Pacific
Spain,1966,2710.0,Europe & Central Asia
Sri Lanka,1966,2300.0,South Asia
St. Kitts and Nevis,1966,1960.0,Latin America & Caribbean
St. Lucia,1966,1810.0,Latin America & Caribbean
St. Vincent and the Grenadines,1966,2110.0,Latin America & Caribbean
Sudan,1966,1620.0,Sub-Saharan Africa
Suriname,1966,2120.0,Latin America & Caribbean
Swaziland,1966,2160.0,Sub-Saharan Africa
Sweden,1966,2880.0,Europe & Central Asia
Switzerland,1966,3440.0,Europe & Central Asia
Tajikistan,1966,,Europe & Central Asia
Tanzania,1966,1820.0,Sub-Saharan Africa
Thailand,1966,2280.0,East Asia & Pacific
Timor-Leste,1966,1770.0,East Asia & Pacific
Togo,1966,2230.0,Sub-Saharan Africa
Trinidad and Tobago,1966,2430.0,Latin America & Caribbean
Tunisia,1966,2300.0,Middle East & North Africa
Turkey,1966,3100.0,Europe & Central Asia
Turkmenistan,1966,,Europe & Central Asia
Uganda,1966,2180.0,Sub-Saharan Africa
Ukraine,1966,,Europe & Central Asia
United Arab Emirates,1966,2690.0,Middle East & North Africa
United Kingdom,1966,3240.0,Europe & Central Asia
United States,1966,2950.0,North America
Uruguay,1966,2740.0,Latin America & Caribbean
Uzbekistan,1966,,Europe & Central Asia
Vanuatu,1966,2500.0,East Asia & Pacific
Venezuela,1966,2220.0,Latin America & Caribbean
Vietnam,1966,1920.0,East Asia & Pacific
Yemen,1966,1850.0,Middle East & North Africa
Zambia,1966,2180.0,Sub-Saharan Africa
Zimbabwe,1966,2150.0,Sub-Saharan Africa
Afghanistan,1967,2970.0,South Asia
Albania,1967,2260.0,Europe & Central Asia
Algeria,1967,1650.0,Middle East & North Africa
Angola,1967,1920.0,Sub-Saharan Africa
Antigua and Barbuda,1967,1960.0,Latin America & Caribbean
Argentina,1967,3220.0,Latin America & Caribbean
Armenia,1967,,Europe & Central Asia
Australia,1967,3110.0,East Asia & Pacific
Austria,1967,3190.0,Europe & Central Asia
Azerbaijan,1967,,Europe & Central Asia
Bahamas,1967,2500.0,
Bangladesh,1967,1970.0,South Asia
Barbados,1967,2810.0,Latin America & Caribbean
Belarus,1967,,Europe & Central Asia
Belgium,1967,,Europe & Central Asia
Belize,1967,2290.0,Latin America & Caribbean
Benin,1967,1830.0,Sub-Saharan Africa
Bolivia,1967,1890.0,Latin America & Caribbean
Bosnia and Herzegovina,1967,,Europe & Central Asia
Botswana,1967,2010.0,Sub-Saharan Africa
Brazil,1967,2370.0,Latin America & Caribbean
Brunei,1967,2290.0,East Asia & Pacific
Bulgaria,1967,3450.0,Europe & Central Asia
Burkina Faso,1967,1590.0,Sub-Saharan Africa
Cambodia,1967,1970.0,East Asia & Pacific
Cameroon,1967,2040.0,Sub-Saharan Africa
Canada,1967,2950.0,North America
Cape Verde,1967,1630.0,
Central African Republic,1967,2220.0,Sub-Saharan Africa
Chad,1967,2260.0,Sub-Saharan Africa
Chile,1967,2620.0,Latin America & Caribbean
China,1967,1820.0,East Asia & Pacific
Colombia,1967,2020.0,Latin America & Caribbean
"Congo, Rep.",1967,2010.0,Sub-Saharan Africa
Costa Rica,1967,2100.0,Latin America & Caribbean
Cote d'Ivoire,1967,2570.0,
Croatia,1967,,Europe & Central Asia
Cuba,1967,2300.0,Latin America & Caribbean
Cyprus,1967,2920.0,Europe & Central Asia
Czech Republic,1967,,Europe & Central Asia
Denmark,1967,3080.0,Europe & Central Asia
Djibouti,1967,1690.0,Middle East & North Africa
Dominica,1967,1890.0,Latin America & Caribbean
Dominican Republic,1967,1870.0,Latin America & Caribbean
Ecuador,1967,2160.0,Latin America & Caribbean
Egypt,1967,2230.0,Middle East & North Africa
El Salvador,1967,1720.0,Latin America & Caribbean
Estonia,1967,,Europe & Central Asia
Ethiopia,1967,,Sub-Saharan Africa
Fiji,1967,2540.0,East Asia & Pacific
Finland,1967,3070.0,Europe & Central Asia
France,1967,3280.0,Europe & Central Asia
Gabon,1967,1950.0,Sub-Saharan Africa
Gambia,1967,2280.0,
Georgia,1967,,Europe & Central Asia
Germany,1967,3000.0,Europe & Central Asia
Ghana,1967,2100.0,Sub-Saharan Africa
Greece,1967,3010.0,Europe & Central Asia
Grenada,1967,2070.0,Latin America & Caribbean
Guatemala,1967,1970.0,Latin America & Caribbean
Guinea,1967,2010.0,Sub-Saharan Africa
Guinea-Bissau,1967,1640.0,Sub-Saharan Africa
Guyana,1967,2250.0,Latin America & Caribbean
Haiti,1967,1900.0,Latin America & Caribbean
Honduras,1967,2030.0,Latin America & Caribbean
Hungary,1967,3130.0,Europe & Central Asia
Iceland,1967,2980.0,Europe & Central Asia
India,1967,1990.0,South Asia
Indonesia,1967,1840.0,East Asia & Pacific
Iran,1967,2040.0,Middle East & North Africa
Iraq,1967,2090.0,Middle East & North Africa
Ireland,1967,3420.0,Europe & Central Asia
Israel,1967,3000.0,Middle East & North Africa
Italy,1967,3230.0,Europe & Central Asia
Jamaica,1967,2330.0,Latin America & Caribbean
