country,year,food_supply,region,lifeexpband
Serbia,1988,,Europe & Central Asia,H
Sierra Leone,1988,1960.0,Sub-Saharan Africa,L
Slovak Republic,1988,,Europe & Central Asia,H
Slovenia,1988,,Europe & Central Asia,H
Solomon Islands,1988,2220.0,East Asia & Pacific,L
South Africa,1988,2870.0,Sub-Saharan Africa,L
South Korea,1988,3090.0,East Asia & Pacific,H
Spain,1988,3210.0,Europe & Central Asia,H
Sri Lanka,1988,2250.0,South Asia,H
St. Kitts and Nevis,1988,2730.0,Latin America & Caribbean,
St. Lucia,1988,2410.0,Latin America & Caribbean,H
St. Vincent and the Grenadines,1988,2370.0,Latin America & Caribbean,M
Sudan,1988,2050.0,Sub-Saharan Africa,M
Suriname,1988,2490.0,Latin America & Caribbean,M
Swaziland,1988,2420.0,Sub-Saharan Africa,L
Sweden,1988,2950.0,Europe & Central Asia,H
Switzerland,1988,3440.0,Europe & Central Asia,H
Tajikistan,1988,,Europe & Central Asia,M
Tanzania,1988,2220.0,Sub-Saharan Africa,L
Thailand,1988,2080.0,East Asia & Pacific,H
Timor-Leste,1988,2090.0,East Asia & Pacific,M
Togo,1988,1940.0,Sub-Saharan Africa,L
Trinidad and Tobago,1988,2780.0,Latin America & Caribbean,H
Tunisia,1988,3160.0,Middle East & North Africa,H
Turkey,1988,3720.0,Europe & Central Asia,H
Turkmenistan,1988,,Europe & Central Asia,M
Uganda,1988,2200.0,Sub-Saharan Africa,L
Ukraine,1988,,Europe & Central Asia,M
United Arab Emirates,1988,3390.0,Middle East & North Africa,H
United Kingdom,1988,3250.0,Europe & Central Asia,H
United States,1988,3460.0,North America,H
Uruguay,1988,2590.0,Latin America & Caribbean,H
Uzbekistan,1988,,Europe & Central Asia,M
Vanuatu,1988,2590.0,East Asia & Pacific,L
Venezuela,1988,2770.0,Latin America & Caribbean,H
Vietnam,1988,1990.0,East Asia & Pacific,H
Yemen,1988,2250.0,Middle East & North Africa,M
Zambia,1988,2060.0,Sub-Saharan Africa,L
Zimbabwe,1988,2050.0,Sub-Saharan Africa,L
Afghanistan,1989,2460.0,South Asia,L
Albania,1989,2570.0,Europe & Central Asia,H
Algeria,1989,2760.0,Middle East & North Africa,H
Angola,1989,1590.0,Sub-Saharan Africa,L
Antigua and Barbuda,1989,2490.0,Latin America & Caribbean,H
Argentina,1989,2960.0,Latin America & Caribbean,H
Armenia,1989,,Europe & Central Asia,H
Australia,1989,3130.0,East Asia & Pacific,H
Austria,1989,3480.0,Europe & Central Asia,H
Azerbaijan,1989,,Europe & Central Asia,M
Bahamas,1989,2780.0,,H
Bangladesh,1989,2090.0,South Asia,M
Barbados,1989,3130.0,Latin America & Caribbean,H
Belarus,1989,,Europe & Central Asia,H
Belgium,1989,,Europe & Central Asia,H
Belize,1989,2440.0,Latin America & Caribbean,M
Benin,1989,2110.0,Sub-Saharan Africa,L
Bolivia,1989,2030.0,Latin America & Caribbean,M
Bosnia and Herzegovina,1989,,Europe & Central Asia,H
Botswana,1989,2110.0,Sub-Saharan Africa,L
Brazil,1989,2740.0,Latin America & Caribbean,H
Brunei,1989,2880.0,East Asia & Pacific,H
Bulgaria,1989,3620.0,Europe & Central Asia,H
Burkina Faso,1989,2090.0,Sub-Saharan Africa,L
Cambodia,1989,1890.0,East Asia & Pacific,M
Cameroon,1989,2030.0,Sub-Saharan Africa,L
Canada,1989,3040.0,North America,H
Cape Verde,1989,2470.0,,H
Central African Republic,1989,1900.0,Sub-Saharan Africa,L
Chad,1989,1670.0,Sub-Saharan Africa,L
Chile,1989,2500.0,Latin America & Caribbean,H
China,1989,2400.0,East Asia & Pacific,H
Colombia,1989,2570.0,Latin America & Caribbean,H
"Congo, Rep.",1989,2100.0,Sub-Saharan Africa,L
Costa Rica,1989,2710.0,Latin America & Caribbean,H
Cote d'Ivoire,1989,2610.0,,L
Croatia,1989,,Europe & Central Asia,H
Cuba,1989,3010.0,Latin America & Caribbean,H
Cyprus,1989,2690.0,Europe & Central Asia,H
Czech Republic,1989,,Europe & Central Asia,H
Denmark,1989,3180.0,Europe & Central Asia,H
Djibouti,1989,1530.0,Middle East & North Africa,M
Dominica,1989,2990.0,Latin America & Caribbean,M
Dominican Republic,1989,2270.0,Latin America & Caribbean,H
Ecuador,1989,2290.0,Latin America & Caribbean,H
Egypt,1989,3110.0,Middle East & North Africa,M
El Salvador,1989,2260.0,Latin America & Caribbean,H
Estonia,1989,,Europe & Central Asia,H
Ethiopia,1989,,Sub-Saharan Africa,M
Fiji,1989,2580.0,East Asia & Pacific,M
Finland,1989,3230.0,Europe & Central Asia,H
France,1989,3560.0,Europe & Central Asia,H
Gabon,1989,2470.0,Sub-Saharan Africa,M
Gambia,1989,2410.0,,M
Georgia,1989,,Europe & Central Asia,H
Germany,1989,3400.0,Europe & Central Asia,H
Ghana,1989,1930.0,Sub-Saharan Africa,M
Greece,1989,3630.0,Europe & Central Asia,H
Grenada,1989,2450.0,Latin America & Caribbean,M
Guatemala,1989,2220.0,Latin America & Caribbean,M
Guinea,1989,2500.0,Sub-Saharan Africa,L
Guinea-Bissau,1989,2190.0,Sub-Saharan Africa,L
Guyana,1989,2410.0,Latin America & Caribbean,M
Haiti,1989,1700.0,Latin America & Caribbean,L
Honduras,1989,2290.0,Latin America & Caribbean,M
Hungary,1989,3500.0,Europe & Central Asia,H
Iceland,1989,3150.0,Europe & Central Asia,H
India,1989,2370.0,South Asia,M
Indonesia,1989,2600.0,East Asia & Pacific,M
Iran,1989,2860.0,Middle East & North Africa,H
Iraq,1989,3440.0,Middle East & North Africa,M
Ireland,1989,3590.0,Europe & Central Asia,H
Israel,1989,3340.0,Middle East & North Africa,H
Italy,1989,3560.0,Europe & Central Asia,H
Jamaica,1989,2600.0,Latin America & Caribbean,H
Japan,1989,2970.0,East Asia & Pacific,H
Jordan,1989,2640.0,Middle East & North Africa,H
Kazakhstan,1989,,Europe & Central Asia,M
Kenya,1989,2110.0,Sub-Saharan Africa,M
Kiribati,1989,2540.0,East Asia & Pacific,L
Kuwait,1989,3070.0,Middle East & North Africa,H
Kyrgyz Republic,1989,,Europe & Central Asia,M
Lao,1989,1940.0,,M
Latvia,1989,,Europe & Central Asia,H
Lebanon,1989,3230.0,Middle East & North Africa,H
Lesotho,1989,2330.0,Sub-Saharan Africa,L
Liberia,1989,2610.0,Sub-Saharan Africa,L
Lithuania,1989,,Europe & Central Asia,H
Luxembourg,1989,,Europe & Central Asia,H
"Macedonia, FYR",1989,,Europe & Central Asia,H
Madagascar,1989,2190.0,Sub-Saharan Africa,L
Malawi,1989,1950.0,Sub-Saharan Africa,L
Malaysia,1989,2630.0,East Asia & Pacific,H
Maldives,1989,2420.0,South Asia,H
Mali,1989,2370.0,Sub-Saharan Africa,L
Malta,1989,3170.0,Middle East & North Africa,H
Mauritania,1989,2550.0,Sub-Saharan Africa,M
Mauritius,1989,2760.0,Sub-Saharan Africa,H
Mexico,1989,2980.0,Latin America & Caribbean,H
Moldova,1989,,Europe & Central Asia,M
Mongolia,1989,2250.0,East Asia & Pacific,M
Montenegro,1989,,Europe & Central Asia,H
Morocco,1989,2990.0,Middle East & North Africa,H
Mozambique,1989,1740.0,Sub-Saharan Africa,L
Myanmar,1989,1470.0,East Asia & Pacific,M
Namibia,1989,2040.0,Sub-Saharan Africa,L
Nepal,1989,2320.0,South Asia,M
Netherlands,1989,3150.0,Europe & Central Asia,H
New Zealand,1989,3080.0,East Asia & Pacific,H
Nicaragua,1989,2080.0,Latin America & Caribbean,H
Niger,1989,2160.0,Sub-Saharan Africa,L
Nigeria,1989,2100.0,Sub-Saharan Africa,L
North Korea,1989,2230.0,East Asia & Pacific,M
Norway,1989,3190.0,Europe & Central Asia,H
Oman,1989,,Middle East & North Africa,H
Pakistan,1989,2380.0,South Asia,M
Panama,1989,2180.0,Latin America & Caribbean,H
Paraguay,1989,2540.0,Latin America & Caribbean,H
Peru,1989,2140.0,Latin America & Caribbean,H
Philippines,1989,2210.0,East Asia & Pacific,M
Poland,1989,3490.0,Europe & Central Asia,H
Portugal,1989,3360.0,Europe & Central Asia,H
Romania,1989,2920.0,Europe & Central Asia,H
Russia,1989,,Europe & Central Asia,M
Rwanda,1989,1960.0,Sub-Saharan Africa,M
Samoa,1989,2620.0,East Asia & Pacific,M
Sao Tome and Principe,1989,2140.0,,M
Saudi Arabia,1989,2750.0,Middle East & North Africa,H
Senegal,1989,2100.0,Sub-Saharan Africa,M
Serbia,1989,,Europe & Central Asia,H
Sierra Leone,1989,1970.0,Sub-Saharan Africa,L
Slovak Republic,1989,,Europe & Central Asia,H
Slovenia,1989,,Europe & Central Asia,H
Solomon Islands,1989,2190.0,East Asia & Pacific,L
South Africa,1989,2830.0,Sub-Saharan Africa,L
South Korea,1989,3060.0,East Asia & Pacific,H
Spain,1989,3240.0,Europe & Central Asia,H
Sri Lanka,1989,2200.0,South Asia,H
St. Kitts and Nevis,1989,2630.0,Latin America & Caribbean,
St. Lucia,1989,2450.0,Latin America & Caribbean,H
St. Vincent and the Grenadines,1989,2310.0,Latin America & Caribbean,M
Sudan,1989,1960.0,Sub-Saharan Africa,M
Suriname,1989,2470.0,Latin America & Caribbean,M
Swaziland,1989,2450.0,Sub-Saharan Africa,L
Sweden,1989,2980.0,Europe & Central Asia,H
Switzerland,1989,3420.0,Europe & Central Asia,H
Tajikistan,1989,,Europe & Central Asia,M
Tanzania,1989,2270.0,Sub-Saharan Africa,L
Thailand,1989,2060.0,East Asia & Pacific,H
Timor-Leste,1989,2080.0,East Asia & Pacific,M
Togo,1989,1970.0,Sub-Saharan Africa,L
Trinidad and Tobago,1989,2680.0,Latin America & Caribbean,H
Tunisia,1989,3150.0,Middle East & North Africa,H
Turkey,1989,3720.0,Europe & Central Asia,H
Turkmenistan,1989,,Europe & Central Asia,M
Uganda,1989,2330.0,Sub-Saharan Africa,L
Ukraine,1989,,Europe & Central Asia,M
United Arab Emirates,1989,3370.0,Middle East & North Africa,H
United Kingdom,1989,3220.0,Europe & Central Asia,H
United States,1989,3430.0,North America,H
Uruguay,1989,2500.0,Latin America & Caribbean,H
Uzbekistan,1989,,Europe & Central Asia,M
Vanuatu,1989,2510.0,East Asia & Pacific,L
Venezuela,1989,2300.0,Latin America & Caribbean,H
Vietnam,1989,1990.0,East Asia & Pacific,H
Yemen,1989,2200.0,Middle East & North Africa,M
Zambia,1989,2070.0,Sub-Saharan Africa,L
Zimbabwe,1989,2050.0,Sub-Saharan Africa,L
Afghanistan,1990,2310.0,South Asia,L
Albania,1990,2570.0,Europe & Central Asia,H
Algeria,1990,2750.0,Middle East & North Africa,H
Angola,1990,1640.0,Sub-Saharan Africa,L
Antigua and Barbuda,1990,2470.0,Latin America & Caribbean,H
Argentina,1990,2910.0,Latin America & Caribbean,H
Armenia,1990,,Europe & Central Asia,H
Australia,1990,3170.0,East Asia & Pacific,H
Austria,1990,3510.0,Europe & Central Asia,H
Azerbaijan,1990,,Europe & Central Asia,M
Bahamas,1990,2710.0,,H
Bangladesh,1990,2110.0,South Asia,M
Barbados,1990,3110.0,Latin America & Caribbean,H
Belarus,1990,,Europe & Central Asia,H
Belgium,1990,,Europe & Central Asia,H
Belize,1990,2480.0,Latin America & Caribbean,M
Benin,1990,2130.0,Sub-Saharan Africa,L
Bolivia,1990,1940.0,Latin America & Caribbean,M
Bosnia and Herzegovina,1990,,Europe & Central Asia,H
Botswana,1990,2220.0,Sub-Saharan Africa,L
Brazil,1990,2720.0,Latin America & Caribbean,H
Brunei,1990,2800.0,East Asia & Pacific,H
Bulgaria,1990,3130.0,Europe & Central Asia,H
Burkina Faso,1990,2200.0,Sub-Saharan Africa,L
Cambodia,1990,1940.0,East Asia & Pacific,M
Cameroon,1990,2030.0,Sub-Saharan Africa,L
Canada,1990,3020.0,North America,H
Cape Verde,1990,2370.0,,H
Central African Republic,1990,1900.0,Sub-Saharan Africa,L
Chad,1990,1650.0,Sub-Saharan Africa,L
Chile,1990,2570.0,Latin America & Caribbean,H
China,1990,2500.0,East Asia & Pacific,H
Colombia,1990,2560.0,Latin America & Caribbean,H
"Congo, Rep.",1990,2000.0,Sub-Saharan Africa,L
Costa Rica,1990,2740.0,Latin America & Caribbean,H
Cote d'Ivoire,1990,2570.0,,L
Croatia,1990,,Europe & Central Asia,H
Cuba,1990,2920.0,Latin America & Caribbean,H
Cyprus,1990,2690.0,Europe & Central Asia,H
Czech Republic,1990,,Europe & Central Asia,H
Denmark,1990,3160.0,Europe & Central Asia,H
Djibouti,1990,1610.0,Middle East & North Africa,M
Dominica,1990,2960.0,Latin America & Caribbean,M
Dominican Republic,1990,2070.0,Latin America & Caribbean,H
Ecuador,1990,2260.0,Latin America & Caribbean,H
Egypt,1990,3180.0,Middle East & North Africa,M
El Salvador,1990,2310.0,Latin America & Caribbean,H
Estonia,1990,,Europe & Central Asia,H
Ethiopia,1990,,Sub-Saharan Africa,M
Fiji,1990,2680.0,East Asia & Pacific,M
Finland,1990,3150.0,Europe & Central Asia,H
France,1990,3510.0,Europe & Central Asia,H
Gabon,1990,2360.0,Sub-Saharan Africa,M
Gambia,1990,2520.0,,M
Georgia,1990,,Europe & Central Asia,H
Germany,1990,3260.0,Europe & Central Asia,H
Ghana,1990,1730.0,Sub-Saharan Africa,M
Greece,1990,3540.0,Europe & Central Asia,H
Grenada,1990,2500.0,Latin America & Caribbean,M
Guatemala,1990,2360.0,Latin America & Caribbean,M
Guinea,1990,2430.0,Sub-Saharan Africa,L
Guinea-Bissau,1990,2250.0,Sub-Saharan Africa,L
Guyana,1990,2360.0,Latin America & Caribbean,M
Haiti,1990,1750.0,Latin America & Caribbean,L
Honduras,1990,2310.0,Latin America & Caribbean,M
Hungary,1990,3380.0,Europe & Central Asia,H
Iceland,1990,3060.0,Europe & Central Asia,H
India,1990,2210.0,South Asia,M
Indonesia,1990,2340.0,East Asia & Pacific,M
Iran,1990,2880.0,Middle East & North Africa,H
Iraq,1990,3250.0,Middle East & North Africa,M
Ireland,1990,3620.0,Europe & Central Asia,H
Israel,1990,3400.0,Middle East & North Africa,H
Italy,1990,3590.0,Europe & Central Asia,H
Jamaica,1990,2640.0,Latin America & Caribbean,H
Japan,1990,2950.0,East Asia & Pacific,H
Jordan,1990,2770.0,Middle East & North Africa,H
Kazakhstan,1990,,Europe & Central Asia,M
Kenya,1990,2040.0,Sub-Saharan Africa,M
Kiribati,1990,2620.0,East Asia & Pacific,L
Kuwait,1990,2310.0,Middle East & North Africa,H
Kyrgyz Republic,1990,,Europe & Central Asia,M
Lao,1990,2020.0,,M
Latvia,1990,,Europe & Central Asia,H
Lebanon,1990,3230.0,Middle East & North Africa,H
Lesotho,1990,2330.0,Sub-Saharan Africa,L
Liberia,1990,2160.0,Sub-Saharan Africa,L
Lithuania,1990,,Europe & Central Asia,H
Luxembourg,1990,,Europe & Central Asia,H
"Macedonia, FYR",1990,,Europe & Central Asia,H
Madagascar,1990,2190.0,Sub-Saharan Africa,L
Malawi,1990,1910.0,Sub-Saharan Africa,L
Malaysia,1990,2650.0,East Asia & Pacific,H
Maldives,1990,2290.0,South Asia,H
Mali,1990,2400.0,Sub-Saharan Africa,L
Malta,1990,3020.0,Middle East & North Africa,H
Mauritania,1990,2500.0,Sub-Saharan Africa,M
Mauritius,1990,2790.0,Sub-Saharan Africa,H
Mexico,1990,2970.0,Latin America & Caribbean,H
Moldova,1990,,Europe & Central Asia,M
Mongolia,1990,2260.0,East Asia & Pacific,M
Montenegro,1990,,Europe & Central Asia,H
Morocco,1990,3090.0,Middle East & North Africa,H
Mozambique,1990,1810.0,Sub-Saharan Africa,L
Myanmar,1990,1700.0,East Asia & Pacific,M
Namibia,1990,2060.0,Sub-Saharan Africa,L
Nepal,1990,2190.0,South Asia,M
Netherlands,1990,3280.0,Europe & Central Asia,H
New Zealand,1990,3260.0,East Asia & Pacific,H
Nicaragua,1990,1730.0,Latin America & Caribbean,H
Niger,1990,2280.0,Sub-Saharan Africa,L
Nigeria,1990,2190.0,Sub-Saharan Africa,L
North Korea,1990,2370.0,East Asia & Pacific,M
Norway,1990,3160.0,Europe & Central Asia,H
Oman,1990,2350.0,Middle East & North Africa,H
Pakistan,1990,2340.0,South Asia,M
Panama,1990,2240.0,Latin America & Caribbean,H
Paraguay,1990,2420.0,Latin America & Caribbean,H
Peru,1990,2020.0,Latin America & Caribbean,H
Philippines,1990,2260.0,East Asia & Pacific,M
Poland,1990,3350.0,Europe & Central Asia,H
Portugal,1990,3400.0,Europe & Central Asia,H
Romania,1990,3130.0,Europe & Central Asia,H
Russia,1990,,Europe & Central Asia,M
Rwanda,1990,1820.0,Sub-Saharan Africa,M
Samoa,1990,2580.0,East Asia & Pacific,M
Sao Tome and Principe,1990,2210.0,,M
Saudi Arabia,1990,2870.0,Middle East & North Africa,H
Senegal,1990,2240.0,Sub-Saharan Africa,M
Serbia,1990,,Europe & Central Asia,H
Sierra Leone,1990,1950.0,Sub-Saharan Africa,L
Slovak Republic,1990,,Europe & Central Asia,H
Slovenia,1990,,Europe & Central Asia,H
Solomon Islands,1990,2110.0,East Asia & Pacific,L
South Africa,1990,2830.0,Sub-Saharan Africa,L
South Korea,1990,2960.0,East Asia & Pacific,H
Spain,1990,3260.0,Europe & Central Asia,H
Sri Lanka,1990,2170.0,South Asia,H
St. Kitts and Nevis,1990,2500.0,Latin America & Caribbean,
St. Lucia,1990,2500.0,Latin America & Caribbean,H
St. Vincent and the Grenadines,1990,2330.0,Latin America & Caribbean,M
Sudan,1990,1930.0,Sub-Saharan Africa,M
Suriname,1990,2450.0,Latin America & Caribbean,M
Swaziland,1990,2330.0,Sub-Saharan Africa,L
Sweden,1990,2970.0,Europe & Central Asia,H
Switzerland,1990,3440.0,Europe & Central Asia,H
Tajikistan,1990,,Europe & Central Asia,M
Tanzania,1990,2190.0,Sub-Saharan Africa,L
Thailand,1990,2180.0,East Asia & Pacific,H
Timor-Leste,1990,1820.0,East Asia & Pacific,M
Togo,1990,2090.0,Sub-Saharan Africa,L
Trinidad and Tobago,1990,2630.0,Latin America & Caribbean,H
Tunisia,1990,3150.0,Middle East & North Africa,H
Turkey,1990,3780.0,Europe & Central Asia,H
Turkmenistan,1990,,Europe & Central Asia,M
Uganda,1990,2330.0,Sub-Saharan Africa,L
Ukraine,1990,,Europe & Central Asia,M
United Arab Emirates,1990,3080.0,Middle East & North Africa,H
United Kingdom,1990,3240.0,Europe & Central Asia,H
United States,1990,3490.0,North America,H
Uruguay,1990,2530.0,Latin America & Caribbean,H
Uzbekistan,1990,,Europe & Central Asia,M
Vanuatu,1990,2570.0,East Asia & Pacific,L
Venezuela,1990,2360.0,Latin America & Caribbean,H
Vietnam,1990,1910.0,East Asia & Pacific,H
Yemen,1990,2050.0,Middle East & North Africa,M
Zambia,1990,2080.0,Sub-Saharan Africa,L
Zimbabwe,1990,2010.0,Sub-Saharan Africa,L
Afghanistan,1991,2040.0,South Asia,L
Albania,1991,2570.0,Europe & Central Asia,H
Algeria,1991,2730.0,Middle East & North Africa,H
Angola,1991,1610.0,Sub-Saharan Africa,L
Antigua and Barbuda,1991,2530.0,Latin America & Caribbean,H
Argentina,1991,3010.0,Latin America & Caribbean,H
Armenia,1991,,Europe & Central Asia,H
Australia,1991,3120.0,East Asia & Pacific,H
Austria,1991,3560.0,Europe & Central Asia,H
Azerbaijan,1991,,Europe & Central Asia,M
Bahamas,1991,2610.0,,H
Bangladesh,1991,2120.0,South Asia,M
Barbados,1991,3010.0,Latin America & Caribbean,H
Belarus,1991,,Europe & Central Asia,H
Belgium,1991,,Europe & Central Asia,H
Belize,1991,2520.0,Latin America & Caribbean,M
Benin,1991,2200.0,Sub-Saharan Africa,L
Bolivia,1991,2020.0,Latin America & Caribbean,M
Bosnia and Herzegovina,1991,,Europe & Central Asia,H
Botswana,1991,2220.0,Sub-Saharan Africa,L
Brazil,1991,2780.0,Latin America & Caribbean,H
Brunei,1991,2700.0,East Asia & Pacific,H
Bulgaria,1991,3040.0,Europe & Central Asia,H
Burkina Faso,1991,2230.0,Sub-Saharan Africa,L
Cambodia,1991,2010.0,East Asia & Pacific,M
Cameroon,1991,2020.0,Sub-Saharan Africa,L
Canada,1991,3040.0,North America,H
Cape Verde,1991,2270.0,,H
Central African Republic,1991,1910.0,Sub-Saharan Africa,L
Chad,1991,1800.0,Sub-Saharan Africa,L
Chile,1991,2600.0,Latin America & Caribbean,H
China,1991,2430.0,East Asia & Pacific,H
Colombia,1991,2570.0,Latin America & Caribbean,H
"Congo, Rep.",1991,2000.0,Sub-Saharan Africa,L
Costa Rica,1991,2730.0,Latin America & Caribbean,H
Cote d'Ivoire,1991,2580.0,,L
Croatia,1991,,Europe & Central Asia,H
Cuba,1991,2740.0,Latin America & Caribbean,H
Cyprus,1991,2750.0,Europe & Central Asia,H
Czech Republic,1991,,Europe & Central Asia,H
Denmark,1991,3230.0,Europe & Central Asia,H
Djibouti,1991,1510.0,Middle East & North Africa,M
Dominica,1991,2900.0,Latin America & Caribbean,M
Dominican Republic,1991,2140.0,Latin America & Caribbean,H
Ecuador,1991,2190.0,Latin America & Caribbean,H
Egypt,1991,3170.0,Middle East & North Africa,M
El Salvador,1991,2410.0,Latin America & Caribbean,H
Estonia,1991,,Europe & Central Asia,H
Ethiopia,1991,,Sub-Saharan Africa,M
Fiji,1991,2720.0,East Asia & Pacific,M
Finland,1991,3110.0,Europe & Central Asia,H
France,1991,3540.0,Europe & Central Asia,H
Gabon,1991,2560.0,Sub-Saharan Africa,M
Gambia,1991,2550.0,,M
Georgia,1991,,Europe & Central Asia,H
Germany,1991,3320.0,Europe & Central Asia,H
Ghana,1991,2090.0,Sub-Saharan Africa,M
Greece,1991,3540.0,Europe & Central Asia,H
Grenada,1991,2460.0,Latin America & Caribbean,M
Guatemala,1991,2320.0,Latin America & Caribbean,M
Guinea,1991,2420.0,Sub-Saharan Africa,L
Guinea-Bissau,1991,2320.0,Sub-Saharan Africa,L
Guyana,1991,2370.0,Latin America & Caribbean,M
Haiti,1991,1750.0,Latin America & Caribbean,L
Honduras,1991,2280.0,Latin America & Caribbean,M
Hungary,1991,3210.0,Europe & Central Asia,H
Iceland,1991,3120.0,Europe & Central Asia,H
India,1991,2300.0,South Asia,M
Indonesia,1991,2360.0,East Asia & Pacific,M
Iran,1991,2940.0,Middle East & North Africa,H
Iraq,1991,2360.0,Middle East & North Africa,M
Ireland,1991,3580.0,Europe & Central Asia,H
Israel,1991,3420.0,Middle East & North Africa,H
Italy,1991,3650.0,Europe & Central Asia,H
Jamaica,1991,2580.0,Latin America & Caribbean,H
Japan,1991,2930.0,East Asia & Pacific,H
Jordan,1991,2820.0,Middle East & North Africa,H
Kazakhstan,1991,,Europe & Central Asia,M
Kenya,1991,2030.0,Sub-Saharan Africa,M
Kiribati,1991,2720.0,East Asia & Pacific,L
Kuwait,1991,1900.0,Middle East & North Africa,H
Kyrgyz Republic,1991,,Europe & Central Asia,M
Lao,1991,1990.0,,M
Latvia,1991,,Europe & Central Asia,H
Lebanon,1991,3280.0,Middle East & North Africa,H
Lesotho,1991,2380.0,Sub-Saharan Africa,L
Liberia,1991,2350.0,Sub-Saharan Africa,L
Lithuania,1991,,Europe & Central Asia,H
Luxembourg,1991,,Europe & Central Asia,H
"Macedonia, FYR",1991,,Europe & Central Asia,H
Madagascar,1991,2100.0,Sub-Saharan Africa,L
Malawi,1991,1910.0,Sub-Saharan Africa,L
Malaysia,1991,2650.0,East Asia & Pacific,H
Maldives,1991,2370.0,South Asia,H
Mali,1991,2370.0,Sub-Saharan Africa,L
Malta,1991,3160.0,Middle East & North Africa,H
Mauritania,1991,2520.0,Sub-Saharan Africa,M
Mauritius,1991,2790.0,Sub-Saharan Africa,H
Mexico,1991,2990.0,Latin America & Caribbean,H
Moldova,1991,,Europe & Central Asia,M
Mongolia,1991,2190.0,East Asia & Pacific,M
Montenegro,1991,,Europe & Central Asia,H
Morocco,1991,3070.0,Middle East & North Africa,H
Mozambique,1991,1710.0,Sub-Saharan Africa,L
Myanmar,1991,1690.0,East Asia & Pacific,M
