country,year,food_supply,region,lifeexpband
Kenya,1985,2180.0,Sub-Saharan Africa,M
Kiribati,1985,2680.0,East Asia & Pacific,L
Kuwait,1985,2920.0,Middle East & North Africa,H
Kyrgyz Republic,1985,,Europe & Central Asia,M
Lao,1985,1910.0,,M
Latvia,1985,,Europe & Central Asia,H
Lebanon,1985,2930.0,Middle East & North Africa,H
Lesotho,1985,2310.0,Sub-Saharan Africa,L
Liberia,1985,2440.0,Sub-Saharan Africa,L
Lithuania,1985,,Europe & Central Asia,H
Luxembourg,1985,,Europe & Central Asia,H
"Macedonia, FYR",1985,,Europe & Central Asia,H
Madagascar,1985,2380.0,Sub-Saharan Africa,L
Malawi,1985,2080.0,Sub-Saharan Africa,L
Malaysia,1985,2670.0,East Asia & Pacific,H
Maldives,1985,2310.0,South Asia,H
Mali,1985,2100.0,Sub-Saharan Africa,L
Malta,1985,3070.0,Middle East & North Africa,H
Mauritania,1985,2460.0,Sub-Saharan Africa,M
Mauritius,1985,2690.0,Sub-Saharan Africa,H
Mexico,1985,3100.0,Latin America & Caribbean,H
Moldova,1985,,Europe & Central Asia,M
Mongolia,1985,2230.0,East Asia & Pacific,M
Montenegro,1985,,Europe & Central Asia,H
Morocco,1985,2860.0,Middle East & North Africa,H
Mozambique,1985,1820.0,Sub-Saharan Africa,L
Myanmar,1985,1670.0,East Asia & Pacific,M
Namibia,1985,2110.0,Sub-Saharan Africa,L
Nepal,1985,1940.0,South Asia,M
Netherlands,1985,3120.0,Europe & Central Asia,H
New Zealand,1985,3020.0,East Asia & Pacific,H
Nicaragua,1985,2160.0,Latin America & Caribbean,H
Niger,1985,2120.0,Sub-Saharan Africa,L
Nigeria,1985,1860.0,Sub-Saharan Africa,L
North Korea,1985,2070.0,East Asia & Pacific,M
Norway,1985,3200.0,Europe & Central Asia,H
Oman,1985,,Middle East & North Africa,H
Pakistan,1985,2190.0,South Asia,M
Panama,1985,2470.0,Latin America & Caribbean,H
Paraguay,1985,2600.0,Latin America & Caribbean,H
Peru,1985,2060.0,Latin America & Caribbean,H
Philippines,1985,2110.0,East Asia & Pacific,M
Poland,1985,3360.0,Europe & Central Asia,H
Portugal,1985,3010.0,Europe & Central Asia,H
Romania,1985,3030.0,Europe & Central Asia,H
Russia,1985,,Europe & Central Asia,M
Rwanda,1985,2310.0,Sub-Saharan Africa,M
Samoa,1985,2690.0,East Asia & Pacific,M
Sao Tome and Principe,1985,2080.0,,M
Saudi Arabia,1985,2700.0,Middle East & North Africa,H
Senegal,1985,2420.0,Sub-Saharan Africa,M
Serbia,1985,,Europe & Central Asia,H
Sierra Leone,1985,1970.0,Sub-Saharan Africa,L
Slovak Republic,1985,,Europe & Central Asia,H
Slovenia,1985,,Europe & Central Asia,H
Solomon Islands,1985,2250.0,East Asia & Pacific,L
South Africa,1985,2890.0,Sub-Saharan Africa,L
South Korea,1985,2950.0,East Asia & Pacific,H
Spain,1985,3110.0,Europe & Central Asia,H
Sri Lanka,1985,2320.0,South Asia,H
St. Kitts and Nevis,1985,2620.0,Latin America & Caribbean,
St. Lucia,1985,2430.0,Latin America & Caribbean,H
St. Vincent and the Grenadines,1985,2420.0,Latin America & Caribbean,M
Sudan,1985,2010.0,Sub-Saharan Africa,M
Suriname,1985,2620.0,Latin America & Caribbean,M
Swaziland,1985,2390.0,Sub-Saharan Africa,L
Sweden,1985,2980.0,Europe & Central Asia,H
Switzerland,1985,3410.0,Europe & Central Asia,H
Tajikistan,1985,,Europe & Central Asia,M
Tanzania,1985,2260.0,Sub-Saharan Africa,L
Thailand,1985,2070.0,East Asia & Pacific,H
Timor-Leste,1985,2120.0,East Asia & Pacific,M
Togo,1985,2040.0,Sub-Saharan Africa,L
Trinidad and Tobago,1985,2890.0,Latin America & Caribbean,H
Tunisia,1985,3060.0,Middle East & North Africa,H
Turkey,1985,3630.0,Europe & Central Asia,H
Turkmenistan,1985,,Europe & Central Asia,M
Uganda,1985,2080.0,Sub-Saharan Africa,L
Ukraine,1985,,Europe & Central Asia,M
United Arab Emirates,1985,3480.0,Middle East & North Africa,H
United Kingdom,1985,3190.0,Europe & Central Asia,H
United States,1985,3380.0,North America,H
Uruguay,1985,2650.0,Latin America & Caribbean,H
Uzbekistan,1985,,Europe & Central Asia,M
Vanuatu,1985,2790.0,East Asia & Pacific,L
Venezuela,1985,2630.0,Latin America & Caribbean,H
Vietnam,1985,2010.0,East Asia & Pacific,H
Yemen,1985,2060.0,Middle East & North Africa,M
Zambia,1985,2020.0,Sub-Saharan Africa,L
Zimbabwe,1985,2090.0,Sub-Saharan Africa,L
Afghanistan,1986,2400.0,South Asia,L
Albania,1986,2690.0,Europe & Central Asia,H
Algeria,1986,2630.0,Middle East & North Africa,H
Angola,1986,1640.0,Sub-Saharan Africa,L
Antigua and Barbuda,1986,2210.0,Latin America & Caribbean,H
Argentina,1986,3030.0,Latin America & Caribbean,H
Armenia,1986,,Europe & Central Asia,H
Australia,1986,3080.0,East Asia & Pacific,H
Austria,1986,3430.0,Europe & Central Asia,H
Azerbaijan,1986,,Europe & Central Asia,M
Bahamas,1986,2740.0,,H
Bangladesh,1986,2070.0,South Asia,M
Barbados,1986,3070.0,Latin America & Caribbean,H
Belarus,1986,,Europe & Central Asia,H
Belgium,1986,,Europe & Central Asia,H
Belize,1986,2450.0,Latin America & Caribbean,M
Benin,1986,1990.0,Sub-Saharan Africa,L
Bolivia,1986,1970.0,Latin America & Caribbean,M
Bosnia and Herzegovina,1986,,Europe & Central Asia,H
Botswana,1986,2170.0,Sub-Saharan Africa,L
Brazil,1986,2680.0,Latin America & Caribbean,H
Brunei,1986,2710.0,East Asia & Pacific,H
Bulgaria,1986,3660.0,Europe & Central Asia,H
Burkina Faso,1986,2040.0,Sub-Saharan Africa,L
Cambodia,1986,1780.0,East Asia & Pacific,M
Cameroon,1986,2160.0,Sub-Saharan Africa,L
Canada,1986,3090.0,North America,H
Cape Verde,1986,2380.0,,H
Central African Republic,1986,1900.0,Sub-Saharan Africa,L
Chad,1986,1620.0,Sub-Saharan Africa,L
Chile,1986,2490.0,Latin America & Caribbean,H
China,1986,2420.0,East Asia & Pacific,H
Colombia,1986,2480.0,Latin America & Caribbean,H
"Congo, Rep.",1986,2120.0,Sub-Saharan Africa,L
Costa Rica,1986,2640.0,Latin America & Caribbean,H
Cote d'Ivoire,1986,2770.0,,L
Croatia,1986,,Europe & Central Asia,H
Cuba,1986,3080.0,Latin America & Caribbean,H
Cyprus,1986,2740.0,Europe & Central Asia,H
Czech Republic,1986,,Europe & Central Asia,H
Denmark,1986,3140.0,Europe & Central Asia,H
Djibouti,1986,1600.0,Middle East & North Africa,M
Dominica,1986,2710.0,Latin America & Caribbean,M
Dominican Republic,1986,2370.0,Latin America & Caribbean,H
Ecuador,1986,2310.0,Latin America & Caribbean,H
Egypt,1986,3060.0,Middle East & North Africa,M
El Salvador,1986,2180.0,Latin America & Caribbean,H
Estonia,1986,,Europe & Central Asia,H
Ethiopia,1986,,Sub-Saharan Africa,M
Fiji,1986,2520.0,East Asia & Pacific,M
Finland,1986,2960.0,Europe & Central Asia,H
France,1986,3460.0,Europe & Central Asia,H
Gabon,1986,2470.0,Sub-Saharan Africa,M
Gambia,1986,2560.0,,M
Georgia,1986,,Europe & Central Asia,H
Germany,1986,3410.0,Europe & Central Asia,H
Ghana,1986,1840.0,Sub-Saharan Africa,M
Greece,1986,3340.0,Europe & Central Asia,H
Grenada,1986,2130.0,Latin America & Caribbean,M
Guatemala,1986,2350.0,Latin America & Caribbean,M
Guinea,1986,2450.0,Sub-Saharan Africa,L
Guinea-Bissau,1986,2250.0,Sub-Saharan Africa,L
Guyana,1986,2490.0,Latin America & Caribbean,M
Haiti,1986,1880.0,Latin America & Caribbean,L
Honduras,1986,2160.0,Latin America & Caribbean,M
Hungary,1986,3440.0,Europe & Central Asia,H
Iceland,1986,3290.0,Europe & Central Asia,H
India,1986,2160.0,South Asia,M
Indonesia,1986,2450.0,East Asia & Pacific,M
Iran,1986,2720.0,Middle East & North Africa,H
Iraq,1986,3420.0,Middle East & North Africa,M
Ireland,1986,3610.0,Europe & Central Asia,H
Israel,1986,3360.0,Middle East & North Africa,H
Italy,1986,3500.0,Europe & Central Asia,H
Jamaica,1986,2570.0,Latin America & Caribbean,H
Japan,1986,2870.0,East Asia & Pacific,H
Jordan,1986,2610.0,Middle East & North Africa,H
Kazakhstan,1986,,Europe & Central Asia,M
Kenya,1986,2230.0,Sub-Saharan Africa,M
Kiribati,1986,2610.0,East Asia & Pacific,L
Kuwait,1986,2970.0,Middle East & North Africa,H
Kyrgyz Republic,1986,,Europe & Central Asia,M
Lao,1986,1930.0,,M
Latvia,1986,,Europe & Central Asia,H
Lebanon,1986,2950.0,Middle East & North Africa,H
Lesotho,1986,2310.0,Sub-Saharan Africa,L
Liberia,1986,2500.0,Sub-Saharan Africa,L
Lithuania,1986,,Europe & Central Asia,H
Luxembourg,1986,,Europe & Central Asia,H
"Macedonia, FYR",1986,,Europe & Central Asia,H
Madagascar,1986,2380.0,Sub-Saharan Africa,L
Malawi,1986,2020.0,Sub-Saharan Africa,L
Malaysia,1986,2660.0,East Asia & Pacific,H
Maldives,1986,2350.0,South Asia,H
Mali,1986,2210.0,Sub-Saharan Africa,L
Malta,1986,2950.0,Middle East & North Africa,H
Mauritania,1986,2470.0,Sub-Saharan Africa,M
Mauritius,1986,2760.0,Sub-Saharan Africa,H
Mexico,1986,3060.0,Latin America & Caribbean,H
Moldova,1986,,Europe & Central Asia,M
Mongolia,1986,2310.0,East Asia & Pacific,M
Montenegro,1986,,Europe & Central Asia,H
Morocco,1986,2980.0,Middle East & North Africa,H
Mozambique,1986,1690.0,Sub-Saharan Africa,L
Myanmar,1986,1640.0,East Asia & Pacific,M
Namibia,1986,2090.0,Sub-Saharan Africa,L
Nepal,1986,1890.0,South Asia,M
Netherlands,1986,3130.0,Europe & Central Asia,H
New Zealand,1986,3150.0,East Asia & Pacific,H
Nicaragua,1986,2200.0,Latin America & Caribbean,H
Niger,1986,2090.0,Sub-Saharan Africa,L
Nigeria,1986,2010.0,Sub-Saharan Africa,L
North Korea,1986,2180.0,East Asia & Pacific,M
Norway,1986,3240.0,Europe & Central Asia,H
Oman,1986,,Middle East & North Africa,H
Pakistan,1986,2180.0,South Asia,M
Panama,1986,2510.0,Latin America & Caribbean,H
Paraguay,1986,2520.0,Latin America & Caribbean,H
Peru,1986,2230.0,Latin America & Caribbean,H
Philippines,1986,2120.0,East Asia & Pacific,M
Poland,1986,3430.0,Europe & Central Asia,H
Portugal,1986,3160.0,Europe & Central Asia,H
Romania,1986,2940.0,Europe & Central Asia,H
Russia,1986,,Europe & Central Asia,M
Rwanda,1986,2160.0,Sub-Saharan Africa,M
Samoa,1986,2580.0,East Asia & Pacific,M
Sao Tome and Principe,1986,1940.0,,M
Saudi Arabia,1986,2590.0,Middle East & North Africa,H
Senegal,1986,2320.0,Sub-Saharan Africa,M
Serbia,1986,,Europe & Central Asia,H
Sierra Leone,1986,1990.0,Sub-Saharan Africa,L
Slovak Republic,1986,,Europe & Central Asia,H
Slovenia,1986,,Europe & Central Asia,H
Solomon Islands,1986,2230.0,East Asia & Pacific,L
South Africa,1986,2820.0,Sub-Saharan Africa,L
South Korea,1986,3000.0,East Asia & Pacific,H
Spain,1986,3100.0,Europe & Central Asia,H
Sri Lanka,1986,2290.0,South Asia,H
St. Kitts and Nevis,1986,2630.0,Latin America & Caribbean,
St. Lucia,1986,2460.0,Latin America & Caribbean,H
St. Vincent and the Grenadines,1986,2410.0,Latin America & Caribbean,M
Sudan,1986,2050.0,Sub-Saharan Africa,M
Suriname,1986,2480.0,Latin America & Caribbean,M
Swaziland,1986,2430.0,Sub-Saharan Africa,L
Sweden,1986,2980.0,Europe & Central Asia,H
Switzerland,1986,3430.0,Europe & Central Asia,H
Tajikistan,1986,,Europe & Central Asia,M
Tanzania,1986,2260.0,Sub-Saharan Africa,L
Thailand,1986,2100.0,East Asia & Pacific,H
Timor-Leste,1986,2110.0,East Asia & Pacific,M
Togo,1986,1850.0,Sub-Saharan Africa,L
Trinidad and Tobago,1986,3030.0,Latin America & Caribbean,H
Tunisia,1986,3130.0,Middle East & North Africa,H
Turkey,1986,3620.0,Europe & Central Asia,H
Turkmenistan,1986,,Europe & Central Asia,M
Uganda,1986,2090.0,Sub-Saharan Africa,L
Ukraine,1986,,Europe & Central Asia,M
United Arab Emirates,1986,3420.0,Middle East & North Africa,H
United Kingdom,1986,3210.0,Europe & Central Asia,H
United States,1986,3350.0,North America,H
Uruguay,1986,2570.0,Latin America & Caribbean,H
Uzbekistan,1986,,Europe & Central Asia,M
Vanuatu,1986,2700.0,East Asia & Pacific,L
Venezuela,1986,2400.0,Latin America & Caribbean,H
Vietnam,1986,2070.0,East Asia & Pacific,H
Yemen,1986,2130.0,Middle East & North Africa,M
Zambia,1986,2040.0,Sub-Saharan Africa,L
Zimbabwe,1986,2060.0,Sub-Saharan Africa,L
Afghanistan,1987,2730.0,South Asia,L
Albania,1987,2500.0,Europe & Central Asia,H
Algeria,1987,2630.0,Middle East & North Africa,H
Angola,1987,1630.0,Sub-Saharan Africa,L
Antigua and Barbuda,1987,2270.0,Latin America & Caribbean,H
Argentina,1987,3100.0,Latin America & Caribbean,H
Armenia,1987,,Europe & Central Asia,H
Australia,1987,3110.0,East Asia & Pacific,H
Austria,1987,3420.0,Europe & Central Asia,H
Azerbaijan,1987,,Europe & Central Asia,M
Bahamas,1987,2740.0,,H
Bangladesh,1987,2140.0,South Asia,M
Barbados,1987,3110.0,Latin America & Caribbean,H
Belarus,1987,,Europe & Central Asia,H
Belgium,1987,,Europe & Central Asia,H
Belize,1987,2540.0,Latin America & Caribbean,M
Benin,1987,1820.0,Sub-Saharan Africa,L
Bolivia,1987,1990.0,Latin America & Caribbean,M
Bosnia and Herzegovina,1987,,Europe & Central Asia,H
Botswana,1987,2180.0,Sub-Saharan Africa,L
Brazil,1987,2690.0,Latin America & Caribbean,H
Brunei,1987,2670.0,East Asia & Pacific,H
Bulgaria,1987,3680.0,Europe & Central Asia,H
Burkina Faso,1987,2030.0,Sub-Saharan Africa,L
Cambodia,1987,1900.0,East Asia & Pacific,M
Cameroon,1987,2030.0,Sub-Saharan Africa,L
Canada,1987,3140.0,North America,H
Cape Verde,1987,2590.0,,H
Central African Republic,1987,1870.0,Sub-Saharan Africa,L
Chad,1987,1570.0,Sub-Saharan Africa,L
Chile,1987,2490.0,Latin America & Caribbean,H
China,1987,2440.0,East Asia & Pacific,H
Colombia,1987,2580.0,Latin America & Caribbean,H
"Congo, Rep.",1987,2160.0,Sub-Saharan Africa,L
Costa Rica,1987,2670.0,Latin America & Caribbean,H
Cote d'Ivoire,1987,2660.0,,L
Croatia,1987,,Europe & Central Asia,H
Cuba,1987,3080.0,Latin America & Caribbean,H
Cyprus,1987,2720.0,Europe & Central Asia,H
Czech Republic,1987,,Europe & Central Asia,H
Denmark,1987,3220.0,Europe & Central Asia,H
Djibouti,1987,1560.0,Middle East & North Africa,M
Dominica,1987,2850.0,Latin America & Caribbean,M
Dominican Republic,1987,2300.0,Latin America & Caribbean,H
Ecuador,1987,2280.0,Latin America & Caribbean,H
Egypt,1987,3140.0,Middle East & North Africa,M
El Salvador,1987,2170.0,Latin America & Caribbean,H
Estonia,1987,,Europe & Central Asia,H
Ethiopia,1987,,Sub-Saharan Africa,M
Fiji,1987,2490.0,East Asia & Pacific,M
Finland,1987,2940.0,Europe & Central Asia,H
France,1987,3530.0,Europe & Central Asia,H
Gabon,1987,2430.0,Sub-Saharan Africa,M
Gambia,1987,2500.0,,M
Georgia,1987,,Europe & Central Asia,H
Germany,1987,3380.0,Europe & Central Asia,H
Ghana,1987,1940.0,Sub-Saharan Africa,M
Greece,1987,3460.0,Europe & Central Asia,H
Grenada,1987,2360.0,Latin America & Caribbean,M
Guatemala,1987,2330.0,Latin America & Caribbean,M
Guinea,1987,2440.0,Sub-Saharan Africa,L
Guinea-Bissau,1987,2260.0,Sub-Saharan Africa,L
Guyana,1987,2520.0,Latin America & Caribbean,M
Haiti,1987,1800.0,Latin America & Caribbean,L
Honduras,1987,2190.0,Latin America & Caribbean,M
Hungary,1987,3600.0,Europe & Central Asia,H
Iceland,1987,3210.0,Europe & Central Asia,H
India,1987,2170.0,South Asia,M
Indonesia,1987,2490.0,East Asia & Pacific,M
Iran,1987,2790.0,Middle East & North Africa,H
Iraq,1987,3450.0,Middle East & North Africa,M
Ireland,1987,3590.0,Europe & Central Asia,H
Israel,1987,3440.0,Middle East & North Africa,H
Italy,1987,3520.0,Europe & Central Asia,H
Jamaica,1987,2620.0,Latin America & Caribbean,H
Japan,1987,2900.0,East Asia & Pacific,H
Jordan,1987,2660.0,Middle East & North Africa,H
Kazakhstan,1987,,Europe & Central Asia,M
Kenya,1987,2140.0,Sub-Saharan Africa,M
Kiribati,1987,2590.0,East Asia & Pacific,L
Kuwait,1987,3010.0,Middle East & North Africa,H
Kyrgyz Republic,1987,,Europe & Central Asia,M
Lao,1987,1960.0,,M
Latvia,1987,,Europe & Central Asia,H
Lebanon,1987,3000.0,Middle East & North Africa,H
Lesotho,1987,2280.0,Sub-Saharan Africa,L
Liberia,1987,2500.0,Sub-Saharan Africa,L
Lithuania,1987,,Europe & Central Asia,H
Luxembourg,1987,,Europe & Central Asia,H
"Macedonia, FYR",1987,,Europe & Central Asia,H
Madagascar,1987,2290.0,Sub-Saharan Africa,L
Malawi,1987,2000.0,Sub-Saharan Africa,L
Malaysia,1987,2610.0,East Asia & Pacific,H
Maldives,1987,2270.0,South Asia,H
Mali,1987,2200.0,Sub-Saharan Africa,L
Malta,1987,3040.0,Middle East & North Africa,H
Mauritania,1987,2510.0,Sub-Saharan Africa,M
Mauritius,1987,2760.0,Sub-Saharan Africa,H
Mexico,1987,2950.0,Latin America & Caribbean,H
Moldova,1987,,Europe & Central Asia,M
Mongolia,1987,2240.0,East Asia & Pacific,M
Montenegro,1987,,Europe & Central Asia,H
Morocco,1987,2970.0,Middle East & North Africa,H
Mozambique,1987,1750.0,Sub-Saharan Africa,L
Myanmar,1987,1630.0,East Asia & Pacific,M
Namibia,1987,2140.0,Sub-Saharan Africa,L
Nepal,1987,2060.0,South Asia,M
Netherlands,1987,3150.0,Europe & Central Asia,H
New Zealand,1987,3160.0,East Asia & Pacific,H
Nicaragua,1987,2130.0,Latin America & Caribbean,H
Niger,1987,2130.0,Sub-Saharan Africa,L
Nigeria,1987,1970.0,Sub-Saharan Africa,L
North Korea,1987,2180.0,East Asia & Pacific,M
Norway,1987,3310.0,Europe & Central Asia,H
Oman,1987,,Middle East & North Africa,H
Pakistan,1987,2240.0,South Asia,M
Panama,1987,2250.0,Latin America & Caribbean,H
Paraguay,1987,2530.0,Latin America & Caribbean,H
Peru,1987,2240.0,Latin America & Caribbean,H
Philippines,1987,2140.0,East Asia & Pacific,M
Poland,1987,3450.0,Europe & Central Asia,H
Portugal,1987,3320.0,Europe & Central Asia,H
Romania,1987,2900.0,Europe & Central Asia,H
Russia,1987,,Europe & Central Asia,M
Rwanda,1987,2080.0,Sub-Saharan Africa,M
Samoa,1987,2670.0,East Asia & Pacific,M
Sao Tome and Principe,1987,1920.0,,M
Saudi Arabia,1987,2570.0,Middle East & North Africa,H
Senegal,1987,2100.0,Sub-Saharan Africa,M
Serbia,1987,,Europe & Central Asia,H
Sierra Leone,1987,2000.0,Sub-Saharan Africa,L
Slovak Republic,1987,,Europe & Central Asia,H
Slovenia,1987,,Europe & Central Asia,H
Solomon Islands,1987,2230.0,East Asia & Pacific,L
South Africa,1987,2930.0,Sub-Saharan Africa,L
South Korea,1987,3070.0,East Asia & Pacific,H
Spain,1987,3150.0,Europe & Central Asia,H
Sri Lanka,1987,2230.0,South Asia,H
St. Kitts and Nevis,1987,2680.0,Latin America & Caribbean,
St. Lucia,1987,2500.0,Latin America & Caribbean,H
St. Vincent and the Grenadines,1987,2400.0,Latin America & Caribbean,M
Sudan,1987,1970.0,Sub-Saharan Africa,M
Suriname,1987,2530.0,Latin America & Caribbean,M
Swaziland,1987,2420.0,Sub-Saharan Africa,L
Sweden,1987,2900.0,Europe & Central Asia,H
Switzerland,1987,3440.0,Europe & Central Asia,H
Tajikistan,1987,,Europe & Central Asia,M
Tanzania,1987,2270.0,Sub-Saharan Africa,L
Thailand,1987,2070.0,East Asia & Pacific,H
Timor-Leste,1987,2090.0,East Asia & Pacific,M
Togo,1987,1760.0,Sub-Saharan Africa,L
Trinidad and Tobago,1987,2940.0,Latin America & Caribbean,H
Tunisia,1987,3110.0,Middle East & North Africa,H
Turkey,1987,3690.0,Europe & Central Asia,H
Turkmenistan,1987,,Europe & Central Asia,M
Uganda,1987,2140.0,Sub-Saharan Africa,L
Ukraine,1987,,Europe & Central Asia,M
United Arab Emirates,1987,3530.0,Middle East & North Africa,H
United Kingdom,1987,3230.0,Europe & Central Asia,H
United States,1987,3450.0,North America,H
Uruguay,1987,2610.0,Latin America & Caribbean,H
Uzbekistan,1987,,Europe & Central Asia,M
Vanuatu,1987,2670.0,East Asia & Pacific,L
Venezuela,1987,2570.0,Latin America & Caribbean,H
Vietnam,1987,2000.0,East Asia & Pacific,H
Yemen,1987,2160.0,Middle East & North Africa,M
Zambia,1987,2030.0,Sub-Saharan Africa,L
Zimbabwe,1987,2020.0,Sub-Saharan Africa,L
Afghanistan,1988,2520.0,South Asia,L
Albania,1988,2590.0,Europe & Central Asia,H
Algeria,1988,2700.0,Middle East & North Africa,H
Angola,1988,1610.0,Sub-Saharan Africa,L
Antigua and Barbuda,1988,2360.0,Latin America & Caribbean,H
Argentina,1988,3010.0,Latin America & Caribbean,H
Armenia,1988,,Europe & Central Asia,H
Australia,1988,3120.0,East Asia & Pacific,H
Austria,1988,3420.0,Europe & Central Asia,H
Azerbaijan,1988,,Europe & Central Asia,M
Bahamas,1988,2790.0,,H
Bangladesh,1988,2110.0,South Asia,M
Barbados,1988,3090.0,Latin America & Caribbean,H
Belarus,1988,,Europe & Central Asia,H
Belgium,1988,,Europe & Central Asia,H
Belize,1988,2500.0,Latin America & Caribbean,M
Benin,1988,1930.0,Sub-Saharan Africa,L
Bolivia,1988,1960.0,Latin America & Caribbean,M
Bosnia and Herzegovina,1988,,Europe & Central Asia,H
Botswana,1988,2200.0,Sub-Saharan Africa,L
Brazil,1988,2690.0,Latin America & Caribbean,H
Brunei,1988,2820.0,East Asia & Pacific,H
Bulgaria,1988,3700.0,Europe & Central Asia,H
Burkina Faso,1988,2020.0,Sub-Saharan Africa,L
Cambodia,1988,1940.0,East Asia & Pacific,M
Cameroon,1988,1990.0,Sub-Saharan Africa,L
Canada,1988,3020.0,North America,H
Cape Verde,1988,2660.0,,H
Central African Republic,1988,1870.0,Sub-Saharan Africa,L
Chad,1988,1750.0,Sub-Saharan Africa,L
Chile,1988,2460.0,Latin America & Caribbean,H
China,1988,2420.0,East Asia & Pacific,H
Colombia,1988,2530.0,Latin America & Caribbean,H
"Congo, Rep.",1988,2140.0,Sub-Saharan Africa,L
Costa Rica,1988,2700.0,Latin America & Caribbean,H
Cote d'Ivoire,1988,2670.0,,L
Croatia,1988,,Europe & Central Asia,H
Cuba,1988,2990.0,Latin America & Caribbean,H
Cyprus,1988,2630.0,Europe & Central Asia,H
Czech Republic,1988,,Europe & Central Asia,H
Denmark,1988,3250.0,Europe & Central Asia,H
Djibouti,1988,1590.0,Middle East & North Africa,M
Dominica,1988,2930.0,Latin America & Caribbean,M
Dominican Republic,1988,2230.0,Latin America & Caribbean,H
Ecuador,1988,2340.0,Latin America & Caribbean,H
Egypt,1988,3130.0,Middle East & North Africa,M
El Salvador,1988,2230.0,Latin America & Caribbean,H
Estonia,1988,,Europe & Central Asia,H
Ethiopia,1988,,Sub-Saharan Africa,M
Fiji,1988,2570.0,East Asia & Pacific,M
Finland,1988,3100.0,Europe & Central Asia,H
France,1988,3560.0,Europe & Central Asia,H
Gabon,1988,2490.0,Sub-Saharan Africa,M
Gambia,1988,2460.0,,M
Georgia,1988,,Europe & Central Asia,H
Germany,1988,3400.0,Europe & Central Asia,H
Ghana,1988,1910.0,Sub-Saharan Africa,M
Greece,1988,3540.0,Europe & Central Asia,H
Grenada,1988,2400.0,Latin America & Caribbean,M
Guatemala,1988,2350.0,Latin America & Caribbean,M
Guinea,1988,2510.0,Sub-Saharan Africa,L
Guinea-Bissau,1988,2210.0,Sub-Saharan Africa,L
Guyana,1988,2440.0,Latin America & Caribbean,M
Haiti,1988,1740.0,Latin America & Caribbean,L
Honduras,1988,2240.0,Latin America & Caribbean,M
Hungary,1988,3530.0,Europe & Central Asia,H
Iceland,1988,3110.0,Europe & Central Asia,H
India,1988,2280.0,South Asia,M
Indonesia,1988,2590.0,East Asia & Pacific,M
Iran,1988,2710.0,Middle East & North Africa,H
Iraq,1988,3440.0,Middle East & North Africa,M
Ireland,1988,3590.0,Europe & Central Asia,H
Israel,1988,3360.0,Middle East & North Africa,H
Italy,1988,3540.0,Europe & Central Asia,H
Jamaica,1988,2540.0,Latin America & Caribbean,H
Japan,1988,2940.0,East Asia & Pacific,H
Jordan,1988,2670.0,Middle East & North Africa,H
Kazakhstan,1988,,Europe & Central Asia,M
Kenya,1988,2070.0,Sub-Saharan Africa,M
Kiribati,1988,2580.0,East Asia & Pacific,L
Kuwait,1988,3030.0,Middle East & North Africa,H
Kyrgyz Republic,1988,,Europe & Central Asia,M
Lao,1988,1900.0,,M
Latvia,1988,,Europe & Central Asia,H
Lebanon,1988,3130.0,Middle East & North Africa,H
Lesotho,1988,2300.0,Sub-Saharan Africa,L
Liberia,1988,2590.0,Sub-Saharan Africa,L
Lithuania,1988,,Europe & Central Asia,H
Luxembourg,1988,,Europe & Central Asia,H
"Macedonia, FYR",1988,,Europe & Central Asia,H
Madagascar,1988,2190.0,Sub-Saharan Africa,L
Malawi,1988,2000.0,Sub-Saharan Africa,L
Malaysia,1988,2630.0,East Asia & Pacific,H
Maldives,1988,2300.0,South Asia,H
Mali,1988,2370.0,Sub-Saharan Africa,L
Malta,1988,3140.0,Middle East & North Africa,H
Mauritania,1988,2520.0,Sub-Saharan Africa,M
Mauritius,1988,2750.0,Sub-Saharan Africa,H
Mexico,1988,3010.0,Latin America & Caribbean,H
Moldova,1988,,Europe & Central Asia,M
Mongolia,1988,2280.0,East Asia & Pacific,M
Montenegro,1988,,Europe & Central Asia,H
Morocco,1988,3050.0,Middle East & North Africa,H
Mozambique,1988,1820.0,Sub-Saharan Africa,L
Myanmar,1988,1580.0,East Asia & Pacific,M
Namibia,1988,2120.0,Sub-Saharan Africa,L
Nepal,1988,2250.0,South Asia,M
Netherlands,1988,3220.0,Europe & Central Asia,H
New Zealand,1988,3120.0,East Asia & Pacific,H
Nicaragua,1988,2110.0,Latin America & Caribbean,H
Niger,1988,2150.0,Sub-Saharan Africa,L
Nigeria,1988,2020.0,Sub-Saharan Africa,L
North Korea,1988,2130.0,East Asia & Pacific,M
Norway,1988,3120.0,Europe & Central Asia,H
Oman,1988,,Middle East & North Africa,H
Pakistan,1988,2190.0,South Asia,M
Panama,1988,2190.0,Latin America & Caribbean,H
Paraguay,1988,2500.0,Latin America & Caribbean,H
Peru,1988,2250.0,Latin America & Caribbean,H
Philippines,1988,2140.0,East Asia & Pacific,M
Poland,1988,3470.0,Europe & Central Asia,H
Portugal,1988,3330.0,Europe & Central Asia,H
Romania,1988,2920.0,Europe & Central Asia,H
Russia,1988,,Europe & Central Asia,M
Rwanda,1988,1930.0,Sub-Saharan Africa,M
Samoa,1988,2700.0,East Asia & Pacific,M
Sao Tome and Principe,1988,1990.0,,M
Saudi Arabia,1988,2800.0,Middle East & North Africa,H
Senegal,1988,2110.0,Sub-Saharan Africa,M
